Grey goblin : 		0	0	4	0	0	0	0	0	0	0	0	132	32	192	223	53	0
Grey goblin : 		0	0	4	0	0	64	0	0	0	0	0	132	32	112	219	47	0
Grey goblin : 		0	0	4	0	0	64	0	0	0	0	0	132	32	112	243	62	0
Grey goblin : 		0	128	4	0	0	0	0	0	0	0	0	132	32	144	131	38	0
Grey goblin : 		0	128	4	0	0	0	0	0	0	0	0	132	32	160	127	36	0
Bloodworm : 		0	0	8	0	0	128	0	0	0	0	0	132	32	80	201	11	0
Headless : 		0	0	8	0	0	0	0	0	0	0	0	132	32	160	118	54	0
Giant spider : 		0	0	4	0	0	0	0	0	0	0	0	132	32	96	145	55	0
Wolf spider : 		0	128	4	0	0	0	0	0	0	0	0	132	32	0	175	43	0
Acid slug : 		0	112	8	0	0	0	0	0	0	0	0	132	32	32	34	40	0
Acid slug : 		0	0	8	0	0	0	0	0	0	0	0	132	32	64	34	37	0
Acid slug : 		0	0	8	0	0	0	0	0	0	0	0	132	32	32	42	59	0
Acid slug : 		0	0	8	0	0	0	0	0	0	0	0	132	32	64	42	63	0
Giant rat : 		0	0	4	0	0	0	0	0	0	0	0	132	32	96	142	60	0
Giant rat : 		0	0	4	0	0	0	0	0	0	0	0	132	32	96	138	40	0
Wolf spider : 		0	0	4	0	0	0	0	0	0	0	0	132	32	192	150	63	0
Wolf spider : 		0	0	4	0	0	0	0	0	0	0	0	132	32	112	147	48	0
Lurker : 		32	28	21	48	52	0	242	13	0	0	2	132	44	96	199	128	1
Giant rat : 		0	12	8	0	0	0	0	0	1	0	0	132	32	224	232	7	0
Skeleton : 		227	0	20	32	0	0	0	0	0	0	0	134	96	80	239	30	0
Skeleton : 		0	0	20	32	0	0	0	0	0	0	0	134	96	80	207	11	0
Acid slug : 		0	12	4	0	0	0	0	0	1	0	0	132	32	192	18	27	0
Acid slug : 		0	12	4	0	0	0	0	0	2	0	0	132	32	80	10	15	0
Acid slug : 		62	12	4	0	0	0	0	0	5	0	5	132	32	32	62	27	0
Acid slug : 		0	12	4	0	0	0	0	0	0	0	0	132	32	96	42	17	0
Wolf spider : 		0	0	4	0	0	0	0	0	0	0	0	132	32	96	143	32	0
Mountainman : 		125	12	24	0	80	128	104	1	0	0	0	134	96	112	148	93	0
Lurker : 		0	28	4	0	0	0	0	0	0	0	0	132	32	160	241	4	0
Mountainman : 		0	12	12	0	0	132	0	0	0	0	0	132	32	160	48	34	0
Mountainman : 		0	12	12	0	0	132	0	0	0	0	0	132	32	96	48	58	0
Mountainman : 		0	12	7	0	0	128	0	0	0	0	0	132	32	64	78	31	0
Headless : 		0	12	4	0	0	0	0	0	0	0	0	132	32	192	38	14	0
Headless : 		0	12	4	0	0	0	0	0	0	0	0	132	32	64	87	24	0
Headless : 		0	12	4	0	0	0	0	0	0	0	0	132	32	160	114	12	0
Bloodworm : 		0	12	8	0	0	0	0	0	0	0	0	132	32	160	111	26	0
Bloodworm : 		0	12	8	0	0	0	0	0	0	0	0	132	32	160	107	19	0
Bloodworm : 		0	12	8	0	0	0	0	0	0	0	0	132	32	176	107	21	0
Bloodworm : 		0	12	8	0	0	0	0	0	0	0	0	132	32	176	111	3	0
Earth golem : 		0	140	4	0	0	0	0	0	0	0	0	132	0	112	21	0	0
Mountainman : 		0	12	8	0	0	192	0	0	0	0	0	132	0	112	81	9	0
Mountainman : 		0	12	8	0	0	128	0	0	0	0	0	132	0	16	117	14	0
Mountainman : 		0	12	4	0	4	180	0	0	0	0	0	132	32	224	36	37	0
Gazer : 		0	12	4	0	0	0	0	0	0	0	0	132	0	112	193	7	0
Mountainman : 		137	12	7	0	0	128	0	0	0	0	5	132	32	192	49	2	8
Fighter : 		0	140	8	0	0	128	0	0	1	0	0	132	0	96	113	5	8
Mountainman : 		0	14	12	32	0	212	0	0	0	0	0	134	32	48	240	5	12
Mountainman : 		0	12	12	0	0	132	0	0	0	0	0	132	32	128	36	38	0
Headless : 		0	128	8	0	0	0	0	0	0	0	0	132	32	96	174	50	0
Giant spider : 		0	128	8	0	0	0	0	0	0	0	0	132	32	192	232	38	0
Vampire bat : 		0	128	8	0	0	0	0	0	0	0	0	132	32	48	128	60	0
Grey goblin : 		0	0	2	0	0	0	0	0	0	0	0	132	32	224	143	39	0
Headless : 		0	128	2	0	0	0	0	0	0	0	0	132	32	224	183	52	0
Green lizardman : 		0	132	4	0	0	128	0	0	0	0	0	132	32	80	117	52	0
Giant spider : 		0	132	4	0	0	0	0	0	17	0	0	132	32	112	53	56	0
Skeleton : 		0	132	8	0	0	16	0	0	0	0	0	132	32	160	41	62	0
Skeleton : 		0	132	8	0	0	16	0	0	0	0	0	132	32	160	49	24	0
Gazer : 		0	132	4	0	0	16	0	0	0	0	0	132	32	192	98	34	0
Fighter : 		128	4	24	48	0	80	0	0	0	0	0	134	96	144	116	32	0
Wolf spider : 		0	128	2	0	0	16	0	0	0	0	0	132	32	96	178	32	0
Fighter : 		0	132	8	0	0	0	0	0	0	0	0	132	32	144	82	50	0
Ghost : 		0	192	8	0	0	0	0	0	0	0	0	132	32	128	228	46	0
Fighter : 		0	128	1	0	0	0	0	0	0	0	0	132	0	96	140	43	0
Fighter : 		0	4	8	0	0	80	0	0	0	0	0	132	0	144	144	62	0
Giant rat : 		0	132	8	0	0	0	0	0	0	0	0	132	32	128	162	36	12
Skeleton : 		0	132	8	0	0	0	0	0	0	0	0	132	32	80	199	51	0
Headless : 		0	128	1	0	0	0	0	0	0	0	0	132	32	112	179	45	0
Rotworm : 		0	132	8	0	0	16	0	0	0	0	0	132	0	112	191	2	0
Acid slug : 		246	134	24	48	0	0	0	0	0	0	0	134	32	128	207	54	0
Bloodworm : 		0	132	24	0	0	0	0	0	0	0	0	134	32	208	215	43	0
Lurker : 		10	150	20	0	0	0	0	0	0	0	0	134	32	208	223	42	0
Lurker : 		0	148	4	0	0	0	0	0	0	0	0	132	32	112	80	13	0
Dire ghost : 		0	132	8	0	0	0	0	0	0	0	0	132	0	128	15	46	0
Wolf spider : 		0	128	8	0	0	0	0	0	0	0	0	132	32	64	188	43	0
Shadow beast : 		0	132	8	0	0	0	0	0	0	0	0	132	0	128	11	3	0
Deep lurker : 		0	148	8	0	0	0	0	0	54	0	0	132	0	64	15	24	0
Deep lurker : 		0	148	8	0	0	0	0	0	0	0	0	132	0	64	47	2	0
Deep lurker : 		0	148	8	0	0	0	0	0	0	0	0	132	0	176	47	41	0
Deep lurker : 		0	148	8	0	0	0	0	0	0	0	0	132	0	176	15	55	0
Shadow beast : 		0	132	8	0	0	16	0	0	0	0	0	132	32	112	11	21	0
Metal golem : 		0	132	8	0	0	2	0	0	47	0	0	132	32	112	51	47	0
Reaper : 		0	132	8	0	0	0	0	0	0	0	0	132	32	112	31	62	0
Red lizardman : 		0	4	8	0	0	128	0	0	0	0	0	132	0	128	229	38	0
Red lizardman : 		0	4	8	0	0	128	0	0	0	0	0	132	0	112	165	36	0
Wolf spider : 		0	132	4	0	0	0	0	0	0	0	0	132	32	32	74	22	0
Red lizardman : 		0	4	8	0	0	128	0	0	0	0	0	132	0	208	177	55	0
Cave bat : 		0	196	8	0	0	0	0	0	0	0	0	132	0	64	5	5	0
Cave bat : 		0	196	8	0	0	0	0	0	0	0	0	132	0	80	9	5	0
Red lizardman : 		0	4	8	0	0	128	0	0	0	0	0	132	32	208	165	37	0
Giant rat : 		0	132	8	0	0	0	0	0	0	0	0	132	32	48	84	40	0
Fighter : 		8	4	24	32	0	80	0	0	0	0	4	132	44	192	132	40	0
Green lizardman : 		0	132	8	0	0	64	0	0	0	0	0	132	0	16	46	60	0
Gray lizardman : 		0	4	4	0	0	144	0	0	0	0	0	132	0	112	68	49	0
Lurker : 		0	148	8	0	0	0	0	0	0	0	0	132	0	16	79	17	0
Giant rat : 		0	132	8	0	0	0	0	0	0	0	0	132	0	32	84	49	0
Lurker : 		0	148	8	0	0	0	0	0	0	0	0	132	0	48	143	49	0
Lurker : 		81	148	20	48	0	0	100	4	0	0	0	132	44	32	211	111	0
Lurker : 		0	148	8	0	0	0	0	0	0	0	0	132	0	80	206	17	0
Lurker : 		0	148	8	0	0	0	0	0	0	0	0	132	0	96	209	17	0
Lurker : 		158	148	20	16	0	0	0	0	0	0	0	134	32	16	141	30	0
Fighter : 		0	128	8	0	0	0	0	0	0	0	0	132	32	144	12	45	0
Lurker : 		13	148	24	16	0	0	0	0	0	0	0	134	32	16	29	45	0
Mongbat : 		0	132	8	0	0	16	0	0	0	0	0	132	0	144	119	13	0
Lurker : 		13	148	18	16	0	0	0	0	0	0	0	134	32	32	30	45	0
Gray lizardman : 		64	4	24	32	0	128	76	2	0	0	0	134	32	160	40	173	0
Gray lizardman : 		0	4	8	0	0	128	0	0	0	0	0	132	32	112	44	46	0
Lurker : 		13	148	18	16	0	0	0	0	0	0	0	134	32	160	5	45	0
Giant rat : 		0	128	4	0	0	0	0	0	0	0	0	132	32	160	170	56	0
Wolf spider : 		0	132	4	0	0	0	0	0	0	0	0	132	32	128	142	15	0
Dread spider : 		68	134	20	16	0	0	0	0	0	0	0	134	32	112	142	36	0
Giant rat : 		0	132	8	0	0	0	0	0	0	0	0	132	32	112	92	48	0
Green lizardman : 		0	4	8	0	0	64	0	0	0	0	0	132	0	240	153	53	128
Green lizardman : 		0	4	8	0	0	64	0	0	129	0	0	132	32	240	145	35	0
Red lizardman : 		0	4	7	0	0	128	0	0	0	0	0	132	0	0	150	32	0
Red lizardman : 		0	4	8	0	0	64	0	0	0	0	0	132	0	128	137	41	128
Green lizardman : 		0	4	8	0	0	64	0	0	0	0	0	132	0	192	133	46	0
Green lizardman : 		0	4	8	0	0	64	0	0	0	0	0	132	0	192	117	37	128
Green lizardman : 		0	4	24	0	0	96	0	0	0	0	0	132	0	192	93	39	0
Mage : 		0	132	7	0	0	144	0	0	0	0	0	132	32	96	109	2	0
Green lizardman : 		0	4	4	0	0	132	0	0	0	0	0	132	32	80	101	34	0
Fighter : 		0	132	4	0	0	208	0	0	0	0	0	132	0	96	190	34	0
Skeleton : 		0	128	8	0	0	16	0	0	0	0	0	132	32	128	4	38	0
Fighter : 		0	0	7	0	0	128	0	0	0	0	0	132	32	176	82	39	0
Headless : 		0	128	4	0	0	64	0	0	0	0	0	132	32	176	23	52	0
Giant rat : 		0	128	8	0	0	74	0	0	0	0	0	132	32	240	140	52	0
Mongbat : 		0	64	8	0	0	74	0	0	0	0	0	132	32	112	143	56	0
Bloodworm : 		0	128	8	0	0	0	0	0	0	0	0	132	32	64	123	62	0
Dread spider : 		0	128	8	0	0	0	0	0	0	0	0	132	32	128	241	56	0
Headless : 		0	128	8	0	0	4	0	0	0	0	0	132	32	144	246	34	0
Skeleton : 		0	0	8	0	0	0	0	0	0	0	0	132	32	0	238	50	0
Troll : 		0	0	7	0	0	68	0	0	0	0	0	132	0	144	232	46	0
Fighter : 		0	0	8	0	0	136	0	0	0	0	0	132	0	112	52	43	128
Fighter : 		0	0	8	0	0	132	0	0	0	0	0	132	0	208	49	62	0
Fighter : 		0	128	10	0	0	30	0	0	0	0	0	132	0	208	131	40	128
Troll : 		0	12	8	0	0	128	0	0	0	0	0	132	32	144	216	13	128
Skeleton : 		0	12	4	0	0	128	0	0	0	0	0	132	0	32	152	2	128
Skeleton : 		0	12	4	0	0	0	0	0	0	0	0	132	0	32	156	28	0
Giant rat : 		0	12	8	0	0	128	0	0	0	0	0	132	32	32	147	11	128
Giant rat : 		0	12	8	0	0	128	0	0	0	0	0	132	0	96	119	14	0
Giant rat : 		0	140	8	0	0	128	0	0	0	0	0	132	32	64	127	13	0
Headless : 		0	12	4	0	0	0	0	0	0	0	0	132	0	144	238	14	0
Headless : 		0	12	8	0	0	128	0	0	0	0	0	132	32	144	242	11	128
Headless : 		0	140	8	0	0	128	0	0	0	0	0	132	0	112	242	3	128
Headless : 		0	140	8	0	0	128	0	0	4	0	0	132	0	96	242	24	0
Wolf spider : 		0	140	8	0	0	128	0	0	0	0	0	132	0	0	131	2	128
Wolf spider : 		0	140	8	0	0	128	0	0	0	0	0	132	0	160	119	9	128
Wolf spider : 		0	12	4	0	0	4	0	0	0	0	0	132	0	192	18	55	128
Wolf spider : 		0	140	4	0	0	4	0	0	0	0	0	132	32	192	14	53	0
Wolf spider : 		0	12	4	0	0	4	0	0	0	0	0	132	32	208	18	47	128
Wolf spider : 		0	12	4	0	0	4	0	0	0	0	0	132	0	224	14	62	0
Wolf spider : 		0	12	4	0	0	4	0	0	0	0	0	132	0	208	10	38	128
Wolf spider : 		0	12	4	0	0	132	0	0	0	0	0	132	0	208	22	36	128
Wisp : 		0	76	8	0	0	128	0	0	1	0	0	132	0	240	34	11	0
Reaper : 		0	140	8	0	0	0	0	0	0	0	0	132	32	128	18	54	0
Mage : 		0	140	8	0	0	0	0	0	0	0	0	132	0	112	35	55	128
Mage : 		0	12	8	0	0	0	0	0	0	0	0	132	0	128	35	43	0
Gazer : 		0	12	7	0	0	0	0	0	0	0	0	132	0	32	15	40	0
Fighter : 		0	0	8	0	0	128	0	0	0	0	0	132	32	80	56	37	128
Skeleton : 		0	0	8	0	0	0	0	0	0	0	0	132	32	224	245	32	0
Gray lizardman : 		0	140	8	0	0	128	0	0	0	0	0	132	0	192	126	31	128
Acid slug : 		0	140	8	0	0	128	0	0	0	0	0	132	0	128	106	28	128
Giant rat : 		0	140	4	0	0	0	0	0	1	0	0	132	32	112	83	8	0
Giant rat : 		0	12	8	0	0	128	0	0	0	0	0	132	0	16	75	31	0
Giant rat : 		0	140	4	0	0	0	0	0	0	0	0	132	0	80	51	16	128
Deep lurker : 		0	28	8	0	0	128	0	0	3	0	0	132	32	16	94	7	128
Lurker : 		255	30	24	48	0	128	0	0	0	0	0	134	32	112	81	63	0
Fighter : 		0	12	8	0	0	128	0	0	0	0	0	132	0	0	53	43	128
Fighter : 		0	0	8	0	0	128	0	0	0	0	0	132	0	112	53	59	0
Fighter : 		0	0	8	0	0	128	0	0	0	0	0	132	0	112	13	47	0
Fighter : 		0	0	8	0	0	128	0	0	0	0	0	132	0	32	20	49	128
Fighter : 		0	0	8	0	0	128	0	0	0	0	0	132	0	80	20	32	0
Fighter : 		0	12	8	0	0	196	0	0	0	0	0	132	0	64	32	54	128
Bloodworm : 		0	140	4	0	0	0	0	0	0	0	0	132	0	48	147	4	128
Bloodworm : 		0	140	4	0	0	0	0	0	0	0	0	132	0	112	135	2	0
Bloodworm : 		0	12	4	0	0	0	0	0	0	0	0	132	32	48	115	26	128
Mongbat : 		0	76	8	0	0	128	0	0	0	0	0	132	32	32	131	31	0
Mongbat : 		0	76	8	0	0	128	0	0	0	0	0	132	32	80	143	14	0
Mongbat : 		0	76	8	0	0	128	0	0	0	0	0	132	32	80	115	24	0
Cave bat : 		0	76	8	0	0	128	0	0	0	0	0	132	32	208	130	0	0
Vampire bat : 		0	76	8	0	0	128	0	0	0	0	0	132	0	192	134	5	128
Skeleton : 		0	128	8	0	0	0	0	0	0	0	0	132	32	32	242	35	0
Feral troll : 		0	0	8	0	0	0	0	0	0	0	0	132	0	96	190	35	0
Feral troll : 		0	0	8	0	0	64	0	0	0	0	0	132	0	16	174	37	0
Great troll : 		0	12	8	0	0	132	0	0	0	0	0	132	0	96	197	32	128
Dread spider : 		0	12	4	0	0	0	0	0	2	0	0	132	0	96	241	3	0
Dread spider : 		0	12	4	0	0	0	0	0	0	0	0	132	0	128	237	0	128
Troll : 		0	0	8	0	0	64	0	0	0	0	0	132	32	112	189	36	128
Troll : 		0	12	8	0	0	64	0	0	0	0	0	132	0	224	212	7	128
Troll : 		0	12	8	0	0	128	0	0	2	0	0	132	0	144	208	0	0
Troll : 		0	12	8	0	0	68	0	0	0	0	0	132	0	240	232	37	128
Outcast : 		0	12	8	0	0	132	0	0	0	0	0	132	0	48	161	37	128
Outcast : 		97	12	8	0	0	224	0	0	0	0	5	132	32	160	88	32	0
Ghost : 		0	128	7	0	0	212	0	0	0	0	0	132	32	80	219	45	0
Ghost : 		0	0	8	0	0	128	0	0	0	0	0	132	32	64	34	34	0
Dread spider : 		0	0	2	0	0	0	0	0	0	0	0	132	32	112	147	60	0
Mongbat : 		0	64	2	0	0	0	0	0	0	0	0	132	32	192	102	43	0
Headless : 		0	0	2	0	0	0	0	0	0	0	0	132	32	144	146	46	0
Ghost : 		0	0	2	0	0	0	0	0	0	0	0	132	32	224	44	45	0
Feral ghoul : 		0	0	2	0	0	0	0	0	0	0	0	132	32	144	208	46	0
Ghost : 		0	0	2	0	0	0	0	0	0	0	0	132	32	16	215	35	0
Ghost : 		0	64	2	0	0	0	0	0	0	0	0	132	32	64	194	56	0
Ghost : 		0	64	2	0	0	0	0	0	0	0	0	132	32	16	231	34	0
Skeleton : 		0	0	2	0	0	4	0	0	0	0	0	132	32	144	190	41	0
Skeleton : 		0	0	2	0	0	4	0	0	0	0	0	132	32	160	214	55	0
Skeleton : 		0	0	2	0	0	4	0	0	0	0	0	132	32	0	199	53	0
Skeleton : 		0	0	2	0	0	0	0	0	0	0	0	132	32	96	183	47	0
Fire elemental : 		0	128	4	0	0	0	0	0	0	0	0	132	32	32	79	62	0
Reaper : 		0	0	4	0	0	0	0	0	0	0	0	132	32	224	58	38	128
Reaper : 		0	128	2	0	0	0	0	0	0	0	0	132	32	192	74	36	0
Gazer : 		0	128	4	0	0	0	0	0	0	0	0	132	32	176	18	43	128
Grey goblin : 		0	0	4	0	0	0	0	0	0	0	0	132	32	160	18	54	128
Grey goblin : 		0	128	4	0	0	0	0	0	0	0	0	132	32	160	14	55	0
Grey goblin : 		0	128	4	0	0	0	0	0	0	0	0	132	32	160	22	43	0
Ghost : 		0	128	8	0	0	16	0	0	0	0	0	132	32	64	38	40	0
Dire ghost : 		0	192	8	0	0	16	0	0	0	0	0	132	32	48	168	37	0
Feral ghoul : 		0	128	8	0	0	0	0	0	0	0	0	132	32	16	173	59	0
Ghost : 		0	192	4	0	0	16	0	0	0	0	0	132	32	208	240	63	0
Ghost : 		0	192	8	0	0	16	0	0	0	0	0	132	32	128	68	60	128
Ghost : 		0	192	8	0	0	16	0	0	0	0	0	132	32	32	36	40	128
Ghost : 		0	192	8	0	0	16	0	0	0	0	0	132	32	32	61	63	128
Ghost : 		0	64	8	0	0	0	0	0	0	0	0	132	32	176	24	48	128
Ghoul : 		0	0	8	0	0	128	0	0	0	0	0	132	32	160	233	49	0
Mage : 		0	0	8	0	0	148	0	0	0	0	0	132	32	64	70	39	0
Ghoul : 		0	0	8	0	0	144	0	0	0	0	0	132	32	112	137	62	0
Ghoul : 		0	0	8	0	0	128	0	0	0	0	0	132	32	64	217	43	128
Dread spider : 		0	128	8	0	0	4	0	0	0	0	0	132	0	80	143	59	128
Dread spider : 		0	128	8	0	0	0	0	0	0	0	0	132	0	96	151	47	0
Dread spider : 		0	128	8	0	0	2	0	0	0	0	0	132	0	128	107	59	0
Headless : 		0	128	8	0	0	8	0	0	0	0	0	132	0	192	142	49	128
Bloodworm : 		0	128	8	0	0	14	0	0	0	0	0	132	0	240	166	32	128
Skeleton : 		0	128	8	0	0	6	0	0	0	0	0	132	0	176	155	54	128
Feral ghoul : 		0	128	8	0	0	0	0	0	0	0	0	132	32	144	172	36	0
Giant rat : 		96	8	24	48	0	128	0	0	10	0	30	132	44	32	26	23	0
Giant rat : 		0	8	8	0	0	128	0	0	0	0	0	132	32	64	10	26	0
Giant rat : 		0	8	8	0	0	128	0	0	0	0	0	132	32	128	26	31	128
Dire ghost : 		0	192	4	0	0	20	0	0	0	0	0	132	0	48	208	32	0
Bloodworm : 		0	136	8	0	0	0	0	0	0	0	0	132	0	80	158	56	128
Bloodworm : 		0	136	8	0	0	6	0	0	0	0	0	132	0	176	166	32	0
Bloodworm : 		0	136	8	0	0	0	0	0	0	0	0	132	0	80	106	37	128
Bloodworm : 		0	136	8	0	0	0	0	0	0	0	0	132	0	128	90	35	0
Bloodworm : 		0	136	8	0	0	0	0	0	0	0	0	132	0	16	91	35	128
Headless : 		0	136	8	0	0	0	0	0	0	0	0	132	0	128	102	37	0
Headless : 		192	136	8	0	0	0	0	0	0	0	0	132	0	112	138	32	4
Skeleton : 		0	136	8	0	0	0	0	0	2	0	0	132	0	192	159	35	136
Skeleton : 		0	136	8	0	0	0	0	0	0	0	0	132	0	176	187	32	136
Skeleton : 		0	136	8	0	0	0	0	0	4	0	0	132	0	192	191	36	140
Dread spider : 		110	136	8	0	0	0	0	0	0	0	5	132	0	80	111	39	132
Dread spider : 		121	136	8	0	0	0	0	0	2	0	5	132	0	112	119	32	136
Dread spider : 		0	128	8	0	0	0	0	0	0	0	0	132	0	64	147	32	128
Mage : 		0	128	7	0	0	148	0	0	0	0	0	132	0	128	136	32	128
Ghoul : 		0	12	24	32	0	128	0	0	0	0	0	134	32	96	197	0	0
Fire elemental : 		0	128	4	0	0	2	0	0	0	0	0	132	32	96	220	32	0
Headless : 		0	0	2	0	0	4	0	0	0	0	0	132	32	192	187	32	0
Bloodworm : 		0	0	2	0	0	0	0	0	0	0	0	132	32	176	175	32	0
Bloodworm : 		0	0	2	0	0	0	0	0	0	0	0	132	32	208	167	32	0
Ghost : 		0	192	8	0	0	64	0	0	0	0	0	132	32	80	16	32	0
Dread spider : 		0	0	8	0	0	0	0	0	0	0	0	132	32	208	174	32	0
Dread spider : 		0	0	8	0	0	128	0	0	0	0	0	132	32	176	170	0	0
Imp : 		0	64	8	0	0	128	0	0	0	0	0	132	32	64	242	0	0
Gazer : 		0	64	8	0	0	128	0	0	0	0	0	132	32	96	211	0	0
Mage : 		0	0	8	0	0	128	0	0	0	0	0	132	32	112	157	32	0
Fire elemental : 		0	160	8	0	0	0	0	0	0	0	0	132	32	128	231	32	0
Headless : 		0	0	4	0	0	0	0	0	0	0	0	132	32	0	207	32	0
Headless : 		0	0	4	0	0	0	0	0	0	0	0	132	32	224	202	32	0
Skeleton : 		0	0	8	0	0	0	0	0	0	0	0	132	32	144	91	32	0
Skeleton : 		0	0	8	0	0	0	0	0	0	0	0	132	32	160	95	32	0
Mage : 		0	0	8	0	0	128	0	0	0	0	0	132	32	0	85	32	0
Dread spider : 		0	0	2	0	0	0	0	0	0	0	0	132	32	80	19	32	0
Dread spider : 		0	0	2	0	0	0	0	0	0	0	0	132	32	208	182	32	0
